,Tweet
488,"     Eh. Malah Anies Baswedan yg muncul jadi pemenang utk Presiden th 2024 .Cebong ,Buzzer nyengiiir lagi stress kayak kejadian Pilgub DKI JKT AHOK VS ANIES Ternyata pemenangnya adalah AaaaaNiiiiiiessssss..BaassswedaaannnnBuzzerrp,cebong  ganjaris padatengkurep menggelepar...hahahaa"
489,Alumni UGM Nilai Pencapresan Anies Baswedan Mirip Barack Obama yang Akhirnya Jadi Presiden Amerika  lewat 
490,"Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar!
Sudah Saatnya Curutkan Partai Banteng Rakus itu..‼️ "
491," Berhentilah mendzalimi, Anies Baswedan,,Anies tidak jadi presiden pun tidak apa apa,,berarti Allah belum mengijinkan REOUBLIK INI, dipimpin oleh orang yang baik dan jujur,,bersainglah sehat jgn jegal menjegal silahkan rakyat memilih "
492,"Mileanies Sulsel Luncurkan Gerakan Kamis Manies, Ini Tujuannya: Relawan Mileanies yang mendukung Anies Baswedan (ABW) Presiden 2024 di Sulawesi Selatan terus bergerak. Mereka kini meluncurkan program baru yakni Gerakan…    "
493," Ini BARU PEMIMPIN 
MEMBELA RAKYAT...
ORANG WARAS PASTIKAN MENDUKUNG ANIES BASWEDAN FOR PRESIDEN RI 2024 "
494, 👍 Anies Baswedan next presiden RI ❤️
495,"Alumni UGM : Pencapresan Anies Baswedan Mirip Barack Obama, 
Maka Jika Obama Jadi Presiden AS Ke 44, Anies Akan Jadi Presiden RI Di 2024 "
496,"maka hanya 20,5 persen pemilih Prabowo pada Pilpres 2019 yang mengaku akan memilih Anies Baswedan. “Jadi sangat jauh untuk disebut mayoritas.
Prabowo Presiden    Prabowo Subianto"
497,"Dengan demikian isu yang menyatakan bahwa mayoritas pemilih Prabowo Subianto pada Pilpres 2019 pindah ke Anies Baswedan terbantahkan oleh hasil survei LSJ kali ini
Prabowo Presiden    Prabowo Subianto"
498,"Diketahui, lembaga survei LSJ merilis data yang menyebutkan bahwa jika Pilpres 2024 hanya diikuti tiga capres (Prabowo Subianto, Ganjar Pranowo dan Anies Baswedan),
Prabowo Presiden    Prabowo Subianto"
499,"Kemudian, isu migrasi pendukung Prabowo Subianto ke Anies Baswedan ternyata dominan terjadi di dunia maya (media sosial).
Prabowo Presiden    Prabowo Subianto"
500,"maka hanya 20,5 persen pemilih Prabowo pada Pilpres 2019 yang mengaku akan memilih Anies Baswedan. “Jadi sangat jauh untuk disebut mayoritas,” kata dia.
Prabowo Presiden    Prabowo Subianto"
501,"“Dengan demikian isu yang menyatakan bahwa mayoritas pemilih Prabowo Subianto pada Pilpres 2019 pindah ke Anies Baswedan terbantahkan oleh hasil survei LSJ kali ini
Prabowo Presiden    Prabowo Subianto"
502,"Prabowo Subianto pada Pilpres 2019 pindah ke Anies Baswedan terbantahkan oleh hasil survei LSJ kali ini
Prabowo Presiden    Prabowo Subianto
"
503,"ada Pemilu 2019 ke Anies Baswedan, namun tidak signifikan.
Prabowo Presiden    Prabowo Subianto"
504,Soekarnois Dukung Anies Baswedan Jadi Presiden 
505,"Yang Calon Belusukan..Bagi.. sembako..bagi Kaos..Bagi Nasi bungkus..Itu tanda Mereka lagi Cari Pendukung.😀
Beda dgn Datang Kedaerah daerah tanpa Bawa apa² Tanpa bagi Apa² Tetapi disambut sama Masyarakat.. Itu udah jelas gitu aja repot
Tetap dukung Anies Baswedan For Presiden RI."
506,"Bukti Ketokohan Pak Anies Baswedan diakui dunia 👌😎
Keren Kan Calon Presiden kita??"
507,Jadi atau Tidaknya Anies Baswedan terpilih sebagai Presiden yang pasti Anies Baswedan sudah berhasil membuka mindset Orang Cerdas menjadi lebih Cerdas ~ Membangun Kolaborasi seluruh elemen Bangsa membangun NKRI menjadi lebih beradab dibandingkan dengan Merusak 
508, Bismillahirrahmanirrahim.... insya Alloh pak Anies Baswedan the next presiden RI Aamiin3x YRA
509,"Ini baru calon presiden yg integtitas dan sudah pasti ijazahnya asli, Anies Baswedan memberikan ceramah/kuliah umum di Oxford University, Inggris, Kamis 12 Jan 2023.            ☝️                                 Oxford University mau membuka Institute of Asean, "
510,"Anies Baswedan sudah buktikan, beliau BERHASIL menjalankan tugasnya sbg Gubernur DKI. 

Sekarang rakyat menghendaki ANIES BASWEDAN menjadi PRESIDEN RI. TITIK! 

Yg keberatan, MINGGIR! 

"
511,"Alumni UGM Yogyakarta sekaligus Presidium Relawan Anies Alumni Gadjah Mada (Relagama) Irfan Riza menilai Bakal Calon Presiden dari Partai NasDem Anies Baswedan punya kemiripan dengan Barack Hussein Obama II. Kesamaan itu terletak saat masa pencapresan.
 "
512,"Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar! 
 
 
 
 
 
 
 

"
513,"Khawatir perilaku menyimpang, Soekarnois putuskan dukung Anies Baswedan jadi jadi presiden santun cerdas dan sabar 
"
514," 2024 Anies Baswedan presiden RI, pak Fahri jd salah satu mentrinya. Sejak itu Indonesia mjd damai, pemerintah pro rakyat dan Indonesia kembali disegani oleh komunitas internasional, Buzzerrp musnah . Aamiin yaa Robbal'alamiin."
515," Saya juga sudah bulat dari dulu nolak Anies  Baswedan jadi Presiden, nga kek tahu bulat digoreng dadakan..."
516,"Owh jadi gini....,, 

Cak Nun dalam pidatonya kemarin ingin menekankan, ""Jika Anies Baswedan gagal maju jadi Capres atau kalah dalam Pilpres 2024 berarti dicurangi, karena pemilu sudah di atur Presiden Jokowi"".

 mau dukung Anies ya dukung aja, jangan memfitnah!! "
517,"Anies Baswedan banjir apresiasi dan pujian. Itu setelah bakal calon presiden Partai NasDem itu menjadi anggota board, di Universitas Oxford, Inggris. "
518,"Yaa ALLAH lindungilah pak Anies Baswedan dari segala fitnah yang tujuannya mau mencekal  beliau dari capres 2024, dan takdirkanlah beliau terpilih jadi presiden Indonesia yg amanah AAMIIN YAA ROBBAL ALAMIN ."
519,"Mereka memang tidak ingin  maju pilpres..
Mereka takut Anies Baswedan jadi presiden..
Mereka² yang ingin menjatuhkan itu...
Tak ingin Indonesia lebih baik pastinya..! "
520," TERUS KALAO JOKOWI MUNDUR, ANIES BASWEDAN GITU YANG GANTIIN PRESIDEN RI, ENAK AJA LU DRUN"
521, Sangat mungkin jabatan yang di siapkan utk Anies baswedan adalah ketua dewan pertimbangan presiden
522,"Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar! | Relawan Anies Baswedan

 "
523,"DIMANAPUN domisili anda...
Bila tahun 2024 sudah memiliki hak pilih &amp; yakin memilih Pak Anies Baswedan sebagai presiden 2024-2029.

Silahkan klik link dibawah ini....




 

"
524,"Presiden boneka CIA...jdi tersedak batuk ku kian menjadi2..
Reporter2 bermasalah membuat cerita2 yg mampu membuat gusar rakyat.
Paspampres..jgn membuat Ina hancur...lah.
Yohanes Anies Baswedan ? Lalu ..Yosef munawir lalu...Ada apa klo mrk bernama demikan?"
525," Demi perubahan menuju kemakmuran bangsa,saya beserta keluarga Insya Allah mencoblos (memilih) pak Anies Baswedan di pemilihan presiden Th.2024 nanti.semoga semua berjalan lancar karena ridho Allah SWT."
526,"Bagaimana mungkin, wong Yohanes Anies Baswedan didukung oleh kelompok itu.
Mau bangkit mau tidak yg jelas sumpah demi Allah saya tak akan pilih Anies jadi Presiden. "
527,"Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar! "
528,JAKARTA (18 Januari): Sejak Anies Baswedan dideklarasikan oleh Partai NasDem sebagai calon presiden  
529,"Pilihan sejarah....Jadi Relawan Anies Baswedan.
Disaat Genting..jadi Relawan Presiden Amanah. "
530,PKS Sebut Calon Wakil Presiden untuk Anies Baswedan Harus Punya Kapasitas Menang 
531,Ketua DPP PDIP Menanggapi Isu Keretakan Presiden Jokowi dan Surya Paloh Soal Memilih Anies Baswedan Jadi Capres 2024 
532, Ha... Kalau buat ku ya... Bp. Joko Widodo itu adalah Presiden Ku...... Lha kalau Anies Baswedan Apa Ku.... Gak ada Apa-apanya dengan Aku... Saya gak mau bedakan tapi kamu sudah Paham Kan... Beda JKW dan anies....????
533," Presiden Inggris apa raja Inggris ,bagus dong jadi pangeran Anies Baswedan ha ha"
534, Membandingkan Jokowi dg Pak Anies Baswedan sungguh tidak aple to aple. Jokowi itu seorang Presiden yg dicintai Rakyatnya. Sedang Anies hanya dicintai para buzernya yg dibayar hanya untuk ngehoax dan memfitnah. Salah satunya kamu
535,"Sudah Jelas 👏

Dalam rekomendasi Capres tersebut, Partai Buruh yang dipimpin Said Iqbal mengusung empat nama.

Nama tersebut adalah Gubernur Jawa Tengah Ganjar Pranowo, mantan Gubernur DKI Jakarta Anies Baswedan, Presiden Partai Buruh Said Iqbal, dan jurnalis Najwa Shihab. "
536,"Salute buat Anies Baswedan sebagai Capres Nasionalis pilihan Rakyat yang Cinta Tanah Air,  berakal sehat dan cerdas.
Allohu Akbar !!!
Insyaalloh Anies Presiden RI ke 8.
 
"
537," Kalo pak anies baswedan pikiran nya cerdas tidak ambisius demi memperkaya golongannya saja..
Beliau ttp memikirkan rakyat yg bakal menanggung beban nantinya
Sehat2 trus presiden ku pak anies baswedan😇"
538,"Penilaian yg terbuka dn obyektif dari mbak Yenni Wahid...tentang calon presiden Bapak Anies Baswedan,.,..
(adm.zb) "
539,"Mantap dah!! Nasdem ngasih garansi FPI-HTI tetap terlarang jika anies baswedan jadi presiden. 
   
  "
540,"Mobil dg stiker wajah  ukuran besar yg adalah milik Peltu (Purn) Syafri, seorang pensiunan TNI AD yg kini menjadi Ketua Relawan Anies Baswedan Presiden 2024 (Anies P-24) Kab Indragiri Hulu Riau.

Mantaaap keren. InsyaAllah  "
541,"  Kapan PKS dan DeMokrat bersama NAsDEM deklarasi ..rakyat kecil menunggu koalisi partai partai trbaik ini....

Calon presiden ya anies baswedan"
542,(9)Masalah calon wakil presiden (cawapres) masih menjadi masalah rumit yang belum juga ditemukan jalan keluarnya. Demokrat dan PKS masing-masing ingin jagoannya jadi pendamping Anies Baswedan.
543," Anies Baswedan diangkat menjadi Anggota Dewan Universitas Oxford. 

Torehan Anies itu ditanggapi dingin oleh Anggota DPRD DKI Gilbert Simanjuntak.
Gilbert menyindir Anies sebaiknya melamar jadi Presiden Inggris saja. 

Maaf cara berpikir anggota DPR  kok naif banget..."
544," Info hoak..apapun fitnah ke pak Anies ,,tetap Is the best Anies Baswedan jadi presiden 2024"
545,Hati-hati dengan upaya Anies Baswedan yg semakin kencang memperlihatkan kalau dirinya antitesis Presiden Jokowi. Kebijakan apapun dikritisi tanpa berpikir lebih dalam 
546,Presiden Indonesia adalah bukanlah Keturunan Asing apalagi Anies Baswedan yang banyak bicara tak ada karya nyatanya .
547,"  kalao. Jateng ingin perubahan, maka  Dukung Anies Baswedan jadi Presiden RI 2024"
548,"Anies Baswedan Jadi Dewan Universitas Oxford, Elite PDIP: Lamar Jadi Presiden Inggris Saja! "
549,"  Semoga Ganjar pranowo selalu sehat dan panjang umur, supaya 2024 bisa menghadiri acara pelantikan Anies Baswedan sebagai presiden RI.
Aamiin"
550,"Mantap ...Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar! "
551," Mari perjuangkan :
2024 Anies Baswedan Presiden RI"
552," Semoga derita rakyat segera berakhir dengan munculnya pemimpin baru yang amanah. 
Anies Baswedan for Presiden 2024."
553,"2019 Rakyat Dapat Boneka Oligarki
2020 Rakyat Cari masker &amp; Rumkit
2021 Rakyat Cari Minyak Goreng
2022 Rakyat Cari STB &amp; BBM
2023 Rakyat Cari Anies Baswedan
2024 Anies Baswedan Presiden RI "
554,"Kami mendengar kabar baik, ada partai yg akan deklarasikan Anies Baswedan menjadi Presiden 2024 dibulan Februari.

Partai akan menyadari Indonesia butuh pemimpin yg adil dan sejahtera

   
 Nabi Khidir Nabi Musa Cak Nun"
555, Bapak Anies Baswedan adalah cucunya pahlawan kemerdekaan RI yg layak jadi presiden priode 2024 sampai 2034
556," Iya deh, semoga Yohanes Anies Baswedan jadi presiden"
557," Tolong jawab Buzzer Anies Baswedan,kalo Anies Baswedan jadi presiden emang ngk ngutang?????"
558,"Bila bukan Anis, keadaan perekonomian, sosial &amp; politik Indonesia akan lebih kacau dari yg skrg.

Warta Ekonomi: Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar!.


via "
559, Kalo Anies Baswedan harta Karunnya buat siapa entar kalo jadi presiden????
560,"Tokoh Pemuda Katolik Asal NTT Ingin Anies Baswedan Jadi Presiden, Bakal Nyatakan Sikap Politik

"
561,"Mobil Brending Anies Baswedan bertebran di semua Propinsi
2024 Anies Presiden. "
562,"Cakradata melakukan analisis digital terhadap 10 kandidat calon presiden potensial dalam Pemilu Presiden 2024. Hasilnya, Anies Baswedan menjadi tokoh terpopuler dan juga tokoh dengan tren tertinggi berinteraksi dengan warganet.
 "
563,  Anies Baswedan presiden RI 2024. Aamiin yaa Robbal'alamiin...
564,"Bukan merasa sudah jadi Capres.
Tapi arus dukungan rakyat mengusung Anies Baswedan utk Presiden RI 2024-2029 akibat dari kondisi Ruwetnesia kini....

Jadi kalau menyinggung abang
Kami sekelurahan mengucapkan bodo amat "
565,"Berkat pertemuan yang dilakukan di Eropa itu, Luhut dituding dirumorkan tengah menawarkan diri menjadi calon wakil presiden (Cawapres) untuk Anies Baswedan.
 "
566, InsyaAllah Pak Anies Baswedan presiden RI.. Aminn🙏
567,"Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar...‼️

 

🆘🆗

"
568,"    Anies Baswedan Calon Presiden 2024. Pilihan orang Batak, Aceh, Mandailing, Angkola, Melayu dan Minang."
569,"Pergi Rantauprapat Makan Anyang Buas2.
Pergi Sumbawa Makan Ayam Bakar Taliwang

2024 Jangan Lupa Bergembira
Karena Anies Baswedan Presiden Kita"
570," Sbg penghargaan pd pahlawan, 1 diantaranya Pahlawan Nasional AR Baswedan, kita dorong masy unt berbondong2 memilih cucu pahlawan nasional yakni ANIES BASWEDAN sbg presiden RI pd kontestasi pemilu 2024 nanti"
571,"Itu baru bisa dilaksanakan setelah Anies Baswedan jadi presiden. 
Sekarangpun juga bisa cuma bagaimana nasib presiden yang sekarang?"
572," Bola salju makin membesar
Dukungan terhadap Anies Baswedan untuk Presiden RI 2024 sudah bulat.
Merdeka 🤟👍🙏🇮🇩 "
573,"  Setauku nama orang bakal calon presiden yg keturunan yaman itu adalah Yohanes Anies Baswedan.. 
Dia berhasil meningkatkan jumlah angka kemiskinan di Jakarta dan terbanyak nomer 1 di banding provinsi lainnya.. Luar biasa sekali"
574,"Dalam pertemuan ini, perwakilan Area menyampaikan aspirasi agar Partai Keadilan Sejahtera (PKS) segera mendeklarasikan Anies Baswedan sebagai calon presiden.

|| 

 
 
"
575,"Wawww.

Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar! "
576,"  Yg butuh semangat itu anda knp dg saya.
Presiden menjalankan tugas dg baik dan benar.
Yg tdk benar itu anda.
Sudah tau Anies Baswedan tdk bisa bekerja kok di pilih jd capres."
577,"  Anies Baswedan..sjk anak2 SDH PUNYA JIWA PEMIMPIN..!
Dari kluarga akademisi..n Pahlawan..(S3 BKN ABAL2)
BKN SPRTI..PRESIDEN IJAZAH PALSU..!
Sejak menjbt Goodbnr
 -+38 PENGHARGAAN dari DLM/LN..Yg menjadikan JKT:
BERSIH..,INDAH..,RAPI.,TERTATA..
Terhindar dari MACET..
A M A Z I N G"
578," Setuju!!!
Masa presiden RI orang Yaman.
Btw Anies Baswedan kan orang Indonesia, lahir dan besar di Indonesia, KTP Indonesia dan hidup di Indonesia."
579,"Lembaga Advokasi dan Konsultasi Hukum Indonesia. Dibawah Kepimpinan Bpk Riswendi RM,.SH,.M.Kn. Ketua Umum Lembaga Advokasi dan Konsultasi Hukum Indonesia LAKHI dan ketua DPD LAKHI kabupaten Bogor Amrullah .SH. Akan memperjuangkan kemenangan Bpk Anies Baswedan Presiden RI Satu. "
580," Mengembalikan kejayaan Indonesia dg dukungan AS dan Uni Eropa, mantap!. Yohanes Anies Baswedan akan jd presiden boneka Barat"
581,"Geger sejagat 

Kemampuan Berdiplomasi Pak Anies Baswedan  Diakui Dunia, insya Allah Indonesia Bisa Menjadi Negara Superpower Jika Pak Anies Jadi Presiden.

Yang setuju, silahkan retweet 👇😁 "
582,"Khawatir Perilaku Kekuasaan Menyimpang, Soekarnois Putuskan Dukung Anies Baswedan Jadi Presiden: Santun, Cerdas, dan Sabar!

"
583,Anies Baswedan Presiden RI 2024
584,"Anies Baswedan Presiden 2024.
Anies Baswedan Pluralis Nasionalis relijius. "
585, SANTUY AJA... Anies Baswedan belum presiden masih Bacalon presiden sudah antusias Rakyat Indonesia menyambutnya.... 
586, Saya sdh bulat menentukan dukungan kepada Bapak Anies Baswedan sebagai Presiden 2024 dengan sadar dan tanpa paksaan... 😀
587,"Saya sih tidak percaya ,klo anda??

Wasekjen NasDem Hermawi Taslim memastikan bahwa organisasi terlarang akan tetap terlarang jika Anies Baswedan terpilih menjadi presiden pada Pilpres 2024."
588, AS dan negara-negara Barat mendukung Yohanes Anies Baswedan utk jd presiden Indonesia. Mantap
589,Wasekjen NasDem Hermawi Taslim memastikan bahwa organisasi terlarang akan tetap terlarang jika Anies Baswedan terpilih menjadi presiden pada Pilpres 2024. 
590,Mending Prabowo mendukung Anies Baswedan. Mayoritas pemilihnya sudah kecewa dan sekarang mendukung Anies menjadi presiden 2024-2029.
591,"Tunjukan Anak &amp;  Istrinya, Tunjukan Rumahnya, Tunjukan Bapak , Ibu , Kakeknya, Tunjukan Sekolahnya, Tunjukan temannya, Tunjukan Track recordnya, Tunjukan Agamanya,

Anies Baswedan Pribadi Yg Dapat Dipercaya Untuk Mengemban Amanah Menjadi Presiden 2024.

"
592,"Ayo, gimana FPI dan HTI. Masih dukung AB ?


Wasekjen NasDem Hermawi Taslim memastikan bahwa organisasi terlarang akan tetap terlarang jika Anies Baswedan terpilih menjadi presiden pada Pilpres 2024."
593,"Gus Choi Ungkap Fakta Terbaru: Demokrat dan PKS Makin Mantap Dukung NasDem Usung Anies Baswedan 
SAMPAI KAPANPUN PARTAI-PARTAI ITU AKAN JADI PARTAI BODOH DAN EGOIS JIKA TIDAK MENDUKUNG ANIES JADI PRESIDEN 2024."
594,"Relawan Tegal Raya Saiyeg Saeko Proyo, Satu Tujuan Anies Baswedan Presiden 2024

"
595,"  Gak ada yg takut anies baswedan jadi PRESIDEN Indonesia,Saya jamin gak akan PERNAH Jadi"
596,"Untuk meraih Indonesia lebih maju dan sejahtera, meneruskan pekerjaan presiden Jokowi yang telah bekerja keras, jgn pilih Anies Baswedan karena mantan gubernur DKI ini antitesis Jokowi
Bukti di JKT aja semua program pemerintah pusat ga di jalankan"
597,  Orang waras akan mendukung partai pengusung anies baswedan (Insya Allah presiden RI 2024-2029)
598," tdk salah lagi kalau pilihan rakyat memilih Bpk. Anies Baswedan menjadi presiden 2024
disamping jujur &amp; amanah juga cerdas &amp; pandai &amp; yg paling penting tdk tukang ngibul"
599,"Partai koalisi perubahan akan BUBAR dgn sendirinya😂😂😂

PKS bicara kriteria bakal calon wakil presiden pendamping Anies Baswedan. Menurutnya, wakil dari Anies harus memiliki kapastias menang yang tinggi.

 "
600," Megawati dan pengikut sekitarnya, pasti tau kelakuan dan rekam jejaknya Ganjar Pranowo sampai sedetil2nya makanya dia ngga di istimewakan dan kalau saya boleh menduga mungkin hati kecil Megawati untuk calon Presiden 2024 lebih baik dikasihkan ke Anies Baswedan."
601, Itu hanya bisa dilakukan kalau pak Anies Baswedan jadi presiden RI.. paham
602,"*ITU BAGIAN DARI AGENDA ORANG YANG ADA DI BOSTON CLUB' UNTUK MENANAMKAN PENGARUH DAN HEGEMONI AS DI SELURUH DUNIA.*

*13. Bagi para patron Islam menganggap ini adalah era kebangkitan umat. Niat menjadikan Anies Baswedan sebagai Presiden/Wapres 2024, utk melancarkan agenda mereka"
603, Anies Baswedan presiden RI 2024 klo bukan beliau lebih baik tidur tiduran di rumah
604," Bukankah sumur resapan program Jokowi ketika menjabat Gubernur Jakarta sebelum jadi Presiden? Sayangnya oleh Anies Baswedan sumur resapan dibangun di atas jalan, dan ini adalah kesalahan (kebodohan) terbesar karena merusak struktur jalan!"
